Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;;;;;;;;9,4;11,0;13,0;16,0;19,1;12,4;400;469;580;743;998;653;53;3383;24353;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;1. Moins de 1 an;;;10,5;11,8;14,4;16,8;20,0;13,5;420;480;580;730;987;655;49;927;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;;2. 1 an et plus;;;9,1;10,6;12,5;15,4;18,4;12,0;394;453;580;750;1000;652;54;2456;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;1. Moins de 1 an;;;;10,5;11,8;14,4;16,8;20,0;13,5;420;480;580;730;987;655;49;927;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;;2. 1 an et plus;;;;9,1;10,6;12,5;15,4;18,4;12,0;394;453;580;750;1000;652;54;2456;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;;8,9;10,9;13,0;15,8;18,7;12,4;410;482;598;771;1028;679;55;1325;7659;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;;8,7;10,1;11,6;14,3;17,1;11,2;355;450;600;765;1105;660;59;294;3434;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;;10,0;11,8;14,3;17,4;20,0;13,2;375;420;500;600;753;541;41;605;6753;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;;10,2;11,3;13,6;16,3;20,4;12,8;401;475;600;777;1047;674;53;664;4585;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;;10,5;11,0;12,1;13,3;14,3;12,1;477;550;655;780;948;704;58;495;1922;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;;;8,9;10,9;13,0;15,8;18,7;12,4;410;482;598;771;1028;679;55;1325;7659;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;;;8,7;10,1;11,6;14,3;17,1;11,2;355;450;600;765;1105;660;59;294;3434;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;;;10,0;11,8;14,3;17,4;20,0;13,2;375;420;500;600;753;541;41;605;6753;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;;;10,2;11,3;13,6;16,3;20,4;12,8;401;475;600;777;1047;674;53;664;4585;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;;;10,5;11,0;12,1;13,3;14,3;12,1;477;550;655;780;948;704;58;495;1922;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;1. Avant 1946;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;5. Après 2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Maison;5. Après 2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;;;9,5;11,1;13,2;16,2;19,5;12,6;394;450;551;689;850;596;47;3124;21104;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;1. Moins de 1 an;;;10,3;11,9;14,6;17,1;20,4;13,5;415;477;550;700;820;607;45;876;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;2. 1 an et plus;;;9,2;10,8;12,7;15,7;18,8;12,1;385;440;551;680;850;590;49;2248;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;;1. Moins de 1 an;;;;10,3;11,9;14,6;17,1;20,4;13,5;415;477;550;700;820;607;45;876;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;2. 1 an et plus;;;;9,2;10,8;12,7;15,7;18,8;12,1;385;440;551;680;850;590;49;2248;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.02;;Appartement;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.02;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;
